Sat Dec  5 15:36:25 2015,1,10
Sat Dec  5 15:36:25 2015,22.4,988.8,31.4
Sat Dec  5 15:36:26 2015,21.4,988.8,31.5
Sat Dec  5 15:36:27 2015,21.4,988.8,31.3
Sat Dec  5 15:36:28 2015,21.9,988.8,31.7
Sat Dec  5 15:36:29 2015,21.6,988.8,31.6
Sat Dec  5 15:36:30 2015,22.2,988.8,31.7
Sat Dec  5 15:36:31 2015,22.1,988.8,31.7
Sat Dec  5 15:36:32 2015,22.4,988.8,31.6
Sat Dec  5 15:36:33 2015,21.4,988.8,31.8
Sat Dec  5 15:36:34 2015,21.9,988.8,31.5
